location,age_group_id,mean
SAU,18,0.78
SAU,19,0.763
SAU,20,0.727
SAU,21,0.718
SDN,34,0.13
SDN,36,0.128
SDN,6,0.131
SDN,7,0.143
SDN,8,0.106
SDN,9,0.178
SDN,38,0.379
SDN,10,0.255
SDN,11,0.318
SDN,12,0.366
SDN,13,0.414
SDN,14,0.444
SDN,15,0.485
SDN,16,0.503
SDN,17,0.511
SDN,18,0.495
SDN,19,0.482
SDN,20,0.446
SDN,21,0.38
SEN,34,0.058
SEN,36,0.06
SEN,6,0.068
SEN,7,0.066
SEN,8,0.047
SEN,9,0.088
SEN,38,0.28
SEN,10,0.133
SEN,11,0.205
SEN,12,0.252
SEN,13,0.308
SEN,14,0.339
SEN,15,0.381
SEN,16,0.421
SEN,17,0.432
SEN,18,0.417
SEN,19,0.4
SEN,20,0.37
SEN,21,0.319
SGP,34,0.179
SGP,36,0.172
SGP,6,0.173
SGP,7,0.19
SGP,8,0.145
SGP,9,0.242
SGP,38,0.382
SGP,10,0.315
SGP,11,0.347
SGP,12,0.387
SGP,13,0.405
SGP,14,0.428
SGP,15,0.448
SGP,16,0.461
SGP,17,0.444
SGP,18,0.437
SGP,19,0.447
SGP,20,0.434
SGP,21,0.382
SLB,34,0.381
SLB,36,0.384
SLB,6,0.395
SLB,7,0.417
SLB,8,0.34
SLB,9,0.479
SLB,38,0.648
SLB,10,0.601
SLB,11,0.685
SLB,12,0.716
SLB,13,0.776
SLB,14,0.742
SLB,15,0.762
SLB,16,0.638
SLB,17,0.628
SLB,18,0.608
SLB,19,0.582
SLB,20,0.542
SLB,21,0.479
SLE,34,0.218
SLE,36,0.185
SLE,6,0.181
SLE,7,0.202
SLE,8,0.143
SLE,9,0.172
SLE,38,0.248
SLE,10,0.186
SLE,11,0.214
SLE,12,0.24
SLE,13,0.261
SLE,14,0.28
SLE,15,0.299
SLE,16,0.315
SLE,17,0.321
SLE,18,0.303
SLE,19,0.293
SLE,20,0.263
SLE,21,0.213
SLV,34,0.128
SLV,36,0.182
SLV,6,0.142
SLV,7,0.246
SLV,8,0.205
SLV,9,0.32
SLV,38,0.554
SLV,10,0.448
SLV,11,0.54
SLV,12,0.565
SLV,13,0.611
SLV,14,0.629
SLV,15,0.641
SLV,16,0.651
SLV,17,0.654
SLV,18,0.636
SLV,19,0.624
SLV,20,0.598
SLV,21,0.542
SOM,34,0.094
SOM,36,0.088
SOM,6,0.095
SOM,7,0.094
SOM,8,0.067
SOM,9,0.114
SOM,38,0.269
SOM,10,0.17
SOM,11,0.215
SOM,12,0.25
SOM,13,0.286
SOM,14,0.307
SOM,15,0.351
SOM,16,0.372
SOM,17,0.383
SOM,18,0.375
SOM,19,0.373
SOM,20,0.343
SOM,21,0.29
SRB,34,0.239
SRB,36,0.211
SRB,6,0.215
SRB,7,0.224
SRB,8,0.168
SRB,9,0.275
SRB,38,0.531
SRB,10,0.357
SRB,11,0.416
SRB,12,0.502
SRB,13,0.56
SRB,14,0.633
SRB,15,0.673
SRB,16,0.719
SRB,17,0.729
SRB,18,0.672
SRB,19,0.672
SRB,20,0.637
SRB,21,0.573
SSD,34,0.196
SSD,36,0.181
SSD,6,0.196
SSD,7,0.191
SSD,8,0.142
SSD,9,0.228
SSD,38,0.446
SSD,10,0.316
SSD,11,0.385
SSD,12,0.431
SSD,13,0.479
SSD,14,0.503
SSD,15,0.548
SSD,16,0.57
SSD,17,0.583
SSD,18,0.573
SSD,19,0.57
SSD,20,0.543
SSD,21,0.484
STP,34,0.178
STP,36,0.155
STP,6,0.173
STP,7,0.155
STP,8,0.118
STP,9,0.185
STP,38,0.387
STP,10,0.271
STP,11,0.343
STP,12,0.404
STP,13,0.433
STP,14,0.449
STP,15,0.496
STP,16,0.486
STP,17,0.498
STP,18,0.474
STP,19,0.464
STP,20,0.427
STP,21,0.36
SUR,34,0.079
SUR,36,0.171
SUR,6,0.129
SUR,7,0.241
SUR,8,0.226
SUR,9,0.344
SUR,38,0.574
SUR,10,0.449
SUR,11,0.521
SUR,12,0.575
SUR,13,0.617
SUR,14,0.64
SUR,15,0.68
SUR,16,0.696
SUR,17,0.704
SUR,18,0.683
SUR,19,0.677
SUR,20,0.645
SUR,21,0.594
SVK,34,0.19
SVK,36,0.171
SVK,6,0.172
SVK,7,0.185
SVK,8,0.14
SVK,9,0.247
SVK,38,0.581
SVK,10,0.394
SVK,11,0.476
SVK,12,0.549
SVK,13,0.578
SVK,14,0.68
SVK,15,0.744
SVK,16,0.79
SVK,17,0.817
SVK,18,0.799
SVK,19,0.769
SVK,20,0.738
SVK,21,0.634
SVN,34,0.312
SVN,36,0.287
SVN,6,0.3
SVN,7,0.324
SVN,8,0.21
SVN,9,0.314
SVN,38,0.588
SVN,10,0.4
SVN,11,0.481
SVN,12,0.581
SVN,13,0.635
SVN,14,0.663
SVN,15,0.707
SVN,16,0.75
SVN,17,0.772
SVN,18,0.767
SVN,19,0.763
SVN,20,0.744
SVN,21,0.676
SWE,34,0.2
SWE,36,0.198
SWE,6,0.203
SWE,7,0.237
SWE,8,0.151
SWE,9,0.269
SWE,38,0.521
SWE,10,0.428
SWE,11,0.466
SWE,12,0.52
SWE,13,0.555
SWE,14,0.577
SWE,15,0.616
SWE,16,0.628
SWE,17,0.636
SWE,18,0.642
SWE,19,0.645
SWE,20,0.621
SWE,21,0.583
SWZ,34,0.219
SWZ,36,0.189
SWZ,6,0.213
SWZ,7,0.183
SWZ,8,0.142
SWZ,9,0.241
SWZ,38,0.524
SWZ,10,0.361
SWZ,11,0.453
SWZ,12,0.519
SWZ,13,0.554
SWZ,14,0.59
SWZ,15,0.649
SWZ,16,0.681
SWZ,17,0.69
SWZ,18,0.673
SWZ,19,0.668
SWZ,20,0.658
SWZ,21,0.633
SYC,34,0.111
SYC,36,0.151
SYC,6,0.168
SYC,7,0.186
SYC,8,0.133
SYC,9,0.276
SYC,38,0.555
SYC,10,0.414
SYC,11,0.482
SYC,12,0.542
SYC,13,0.604
SYC,14,0.647
SYC,15,0.682
SYC,16,0.684
SYC,17,0.698
SYC,18,0.672
SYC,19,0.683
SYC,20,0.673
SYC,21,0.645
SYR,34,0.316
SYR,36,0.331
SYR,6,0.318
SYR,7,0.357
SYR,8,0.329
SYR,9,0.457
SYR,38,0.723
SYR,10,0.6
SYR,11,0.678
SYR,12,0.75
SYR,13,0.797
SYR,14,0.821
SYR,15,0.836
SYR,16,0.841
SYR,17,0.823
SYR,18,0.817
SYR,19,0.801
SYR,20,0.802
SYR,21,0.677
TCD,34,0.103
TCD,36,0.083
TCD,6,0.096
TCD,7,0.078
TCD,8,0.057
TCD,9,0.087
TCD,38,0.201
TCD,10,0.129
TCD,11,0.167
TCD,12,0.197
TCD,13,0.224
TCD,14,0.239
TCD,15,0.266
TCD,16,0.277
TCD,17,0.283
TCD,18,0.266
TCD,19,0.253
TCD,20,0.225
TCD,21,0.177
TGO,34,0.059
TGO,36,0.072
TGO,6,0.073
TGO,7,0.087
TGO,8,0.068
TGO,9,0.122
TGO,38,0.258
TGO,10,0.22
TGO,11,0.263
TGO,12,0.255
TGO,13,0.291
TGO,14,0.282
TGO,15,0.33
TGO,16,0.31
TGO,17,0.316
TGO,18,0.306
TGO,19,0.289
TGO,20,0.265
TGO,21,0.217
THA,34,0.144
THA,36,0.144
THA,6,0.143
THA,7,0.159
THA,8,0.128
THA,9,0.216
THA,38,0.36
THA,10,0.281
THA,11,0.332
THA,12,0.365
THA,13,0.381
THA,14,0.405
THA,15,0.427
THA,16,0.44
THA,17,0.44
THA,18,0.429
THA,19,0.425
THA,20,0.402
THA,21,0.354
TJK,34,0.15
TJK,36,0.132
TJK,6,0.151
TJK,7,0.134
TJK,8,0.093
TJK,9,0.167
TJK,38,0.408
TJK,10,0.249
TJK,11,0.339
TJK,12,0.404
TJK,13,0.459
TJK,14,0.499
TJK,15,0.525
TJK,16,0.546
TJK,17,0.553
TJK,18,0.534
TJK,19,0.52
TJK,20,0.49
TJK,21,0.427
TKM,34,0.244
TKM,36,0.228
TKM,6,0.238
TKM,7,0.245
TKM,8,0.187
TKM,9,0.294
TKM,38,0.536
TKM,10,0.4
TKM,11,0.477
TKM,12,0.531
TKM,13,0.578
TKM,14,0.608
TKM,15,0.648
TKM,16,0.668
TKM,17,0.678
TKM,18,0.661
TKM,19,0.647
TKM,20,0.619
TKM,21,0.56
TLS,34,0.086
TLS,36,0.064
TLS,6,0.075
TLS,7,0.057
TLS,8,0.038
TLS,9,0.03
TLS,38,0.049
TLS,10,0.037
TLS,11,0.052
TLS,12,0.057
TLS,13,0.061
TLS,14,0.068
TLS,15,0.059
TLS,16,0.056
TLS,17,0.043
TLS,18,0.042
TLS,19,0.037
TLS,20,0.036
TLS,21,0.031
TON,34,0.42
TON,36,0.432
TON,6,0.418
TON,7,0.436
TON,8,0.453
TON,9,0.648
TON,38,0.861
TON,10,0.829
TON,11,0.9
TON,12,0.917
TON,13,0.912
TON,14,0.898
TON,15,0.907
TON,16,0.889
TON,17,0.901
TON,18,0.891
TON,19,0.881
TON,20,0.87
TON,21,0.847
TTO,34,0.111
TTO,36,0.202
TTO,6,0.141
TTO,7,0.3
TTO,8,0.248
TTO,9,0.428
TTO,38,0.611
TTO,10,0.488
TTO,11,0.561
TTO,12,0.647
TTO,13,0.711
TTO,14,0.688
TTO,15,0.722
TTO,16,0.675
TTO,17,0.682
TTO,18,0.662
TTO,19,0.652
TTO,20,0.619
TTO,21,0.569
TUN,34,0.157
TUN,36,0.205
TUN,6,0.204
TUN,7,0.257
TUN,8,0.195
TUN,9,0.308
TUN,38,0.547
TUN,10,0.412
TUN,11,0.493
TUN,12,0.545
TUN,13,0.592
TUN,14,0.622
TUN,15,0.657
TUN,16,0.673
TUN,17,0.68
TUN,18,0.667
TUN,19,0.655
TUN,20,0.623
TUN,21,0.559
TUR,34,0.195
TUR,36,0.201
TUR,6,0.204
TUR,7,0.237
TUR,8,0.165
TUR,9,0.297
TUR,38,0.65
TUR,10,0.452
TUR,11,0.573
TUR,12,0.68
TUR,13,0.746
TUR,14,0.784
TUR,15,0.804
TUR,16,0.817
TUR,17,0.821
TUR,18,0.784
TUR,19,0.766
TUR,20,0.74
TUR,21,0.655
TWN,34,0.243
TWN,36,0.218
TWN,6,0.237
TWN,7,0.233
TWN,8,0.162
TWN,9,0.172
TWN,38,0.324
TWN,10,0.243
TWN,11,0.272
TWN,12,0.307
TWN,13,0.337
TWN,14,0.396
TWN,15,0.395
TWN,16,0.42
TWN,17,0.415
TWN,18,0.407
TWN,19,0.414
TWN,20,0.373
TWN,21,0.319
TZA,34,0.108
TZA,36,0.104
TZA,6,0.113
TZA,7,0.115
TZA,8,0.08
TZA,9,0.136
TZA,38,0.298
TZA,10,0.227
TZA,11,0.274
TZA,12,0.297
TZA,13,0.323
TZA,14,0.299
TZA,15,0.365
TZA,16,0.391
TZA,17,0.405
TZA,18,0.385
TZA,19,0.374
TZA,20,0.346
TZA,21,0.3
UGA,34,0.137
UGA,36,0.101
UGA,6,0.123
UGA,7,0.074
UGA,8,0.073
UGA,9,0.087
UGA,38,0.159
UGA,10,0.105
UGA,11,0.143
UGA,12,0.157
UGA,13,0.167
UGA,14,0.171
UGA,15,0.183
UGA,16,0.201
UGA,17,0.211
UGA,18,0.213
UGA,19,0.214
UGA,20,0.197
UGA,21,0.166
UKR,34,0.158
UKR,36,0.152
UKR,6,0.16
UKR,7,0.165
UKR,8,0.124
UKR,9,0.297
UKR,38,0.583
UKR,10,0.413
UKR,11,0.491
UKR,12,0.575
UKR,13,0.623
UKR,14,0.709
UKR,15,0.755
UKR,16,0.737
UKR,17,0.657
UKR,18,0.781
UKR,19,0.758
UKR,20,0.7
UKR,21,0.569
URY,34,0.357
URY,36,0.344
URY,6,0.353
URY,7,0.369
URY,8,0.298
URY,9,0.349
URY,38,0.563
URY,10,0.405
URY,11,0.503
URY,12,0.541
URY,13,0.585
URY,14,0.611
URY,15,0.704
URY,16,0.74
URY,17,0.726
URY,18,0.703
URY,19,0.647
URY,20,0.603
URY,21,0.592
USA,34,0.178
USA,36,0.292
USA,6,0.253
USA,7,0.374
USA,8,0.351
USA,9,0.479
USA,38,0.663
USA,10,0.582
USA,11,0.663
USA,12,0.677
USA,13,0.701
USA,14,0.712
USA,15,0.739
USA,16,0.726
USA,17,0.756
USA,18,0.726
USA,19,0.747
USA,20,0.701
USA,21,0.608
UZB,34,0.289
UZB,36,0.204
UZB,6,0.272
UZB,7,0.159
UZB,8,0.103
UZB,9,0.179
UZB,38,0.479
UZB,10,0.263
UZB,11,0.353
UZB,12,0.451
UZB,13,0.547
UZB,14,0.594
UZB,15,0.611
UZB,16,0.676
UZB,17,0.684
UZB,18,0.666
UZB,19,0.655
UZB,20,0.621
UZB,21,0.559
VCT,34,0.208
VCT,36,0.206
VCT,6,0.214
VCT,7,0.228
VCT,8,0.173
VCT,9,0.276
VCT,38,0.5
VCT,10,0.376
VCT,11,0.444
VCT,12,0.497
VCT,13,0.544
VCT,14,0.567
VCT,15,0.609
VCT,16,0.625
VCT,17,0.632
VCT,18,0.608
VCT,19,0.601
VCT,20,0.565
VCT,21,0.508
VEN,34,0.233
VEN,36,0.229
VEN,6,0.236
VEN,7,0.252
VEN,8,0.195
VEN,9,0.305
VEN,38,0.537
VEN,10,0.409
VEN,11,0.486
VEN,12,0.537
VEN,13,0.584
VEN,14,0.611
VEN,15,0.644
VEN,16,0.66
VEN,17,0.666
VEN,18,0.649
VEN,19,0.635
VEN,20,0.601
VEN,21,0.539
VNM,34,0.084
VNM,36,0.056
VNM,6,0.072
VNM,7,0.045
VNM,8,0.027
VNM,9,0.108
VNM,38,0.131
VNM,10,0.069
VNM,11,0.085
VNM,12,0.118
VNM,13,0.128
VNM,14,0.14
VNM,15,0.166
VNM,16,0.156
VNM,17,0.156
VNM,18,0.205
VNM,19,0.196
VNM,20,0.188
VNM,21,0.168
VUT,34,0.13
VUT,36,0.186
VUT,6,0.146
VUT,7,0.242
VUT,8,0.222
VUT,9,0.298
VUT,38,0.506
VUT,10,0.382
VUT,11,0.458
VUT,12,0.559
VUT,13,0.62
VUT,14,0.636
VUT,15,0.657
VUT,16,0.558
VUT,17,0.556
VUT,18,0.518
VUT,19,0.505
VUT,20,0.487
VUT,21,0.439
WSM,34,0.462
WSM,36,0.459
WSM,6,0.469
WSM,7,0.494
WSM,8,0.411
WSM,9,0.559
WSM,38,0.84
WSM,10,0.674
WSM,11,0.766
WSM,12,0.84
WSM,13,0.912
WSM,14,0.933
WSM,15,0.954
WSM,16,0.968
WSM,17,0.972
WSM,18,0.969
WSM,19,0.966
WSM,20,0.96
WSM,21,0.948
YEM,34,0.173
YEM,36,0.174
YEM,6,0.184
YEM,7,0.193
YEM,8,0.146
YEM,9,0.231
YEM,38,0.438
YEM,10,0.312
YEM,11,0.377
YEM,12,0.424
YEM,13,0.473
YEM,14,0.513
YEM,15,0.55
YEM,16,0.561
YEM,17,0.565
YEM,18,0.547
YEM,19,0.536
YEM,20,0.506
YEM,21,0.448
ZAF,34,0.313
ZAF,36,0.225
ZAF,6,0.211
ZAF,7,0.18
ZAF,8,0.21
ZAF,9,0.352
ZAF,38,0.549
ZAF,10,0.441
ZAF,11,0.504
ZAF,12,0.547
ZAF,13,0.59
ZAF,14,0.614
ZAF,15,0.655
ZAF,16,0.656
ZAF,17,0.649
ZAF,18,0.634
ZAF,19,0.629
ZAF,20,0.611
ZAF,21,0.55
ZMB,34,0.296
ZMB,36,0.207
ZMB,6,0.256
ZMB,7,0.186
ZMB,8,0.098
ZMB,9,0.113
ZMB,38,0.302
ZMB,10,0.185
ZMB,11,0.225
ZMB,12,0.256
ZMB,13,0.28
ZMB,14,0.304
ZMB,15,0.399
ZMB,16,0.443
ZMB,17,0.465
ZMB,18,0.463
ZMB,19,0.468
ZMB,20,0.452
ZMB,21,0.419
ZWE,34,0.125
ZWE,36,0.118
ZWE,6,0.143
ZWE,7,0.118
ZWE,8,0.084
ZWE,9,0.129
ZWE,38,0.297
ZWE,10,0.218
ZWE,11,0.273
ZWE,12,0.307
ZWE,13,0.347
ZWE,14,0.358
ZWE,15,0.419
ZWE,16,0.398
ZWE,17,0.388
ZWE,18,0.302
ZWE,19,0.294
ZWE,20,0.283
ZWE,21,0.256
